Symbol,CompanyName,LastSale,MarketCap,IPOyear,Sector,Industry,SummaryQuoteURL,CompanyLogoURL,CompanyURL
ITCI,Intra-Cellular Therapies Inc.,26.06,$1.13B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci,https://logo.clearbit.com/intracellulartherapies.com,http://www.intracellulartherapies.com
IIN,IntriCon Corporation,6.45,$38.58M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin,https://logo.clearbit.com/intricon.com,http://www.intricon.com
INTU,Intuit Inc.,102.05,$26.21B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu,https://logo.clearbit.com/intuit.com,http://www.intuit.com
ISRG,Intuitive Surgical Inc.,584.17,$21.84B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg,https://logo.clearbit.com/intuitivesurgical.com,http://www.intuitivesurgical.com
INVT,Inventergy Global Inc.,1.91,$8.06M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt,https://logo.clearbit.com/inventergy.com,http://www.inventergy.com
SNAK,Inventure Foods Inc.,5.6,$109.82M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak,https://logo.clearbit.com/inventurefoods.com,http://www.inventurefoods.com
ISTR,Investar Holding Corporation,15.5,$113.21M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr,https://logo.clearbit.com/investarbank.com,http://www.investarbank.com
ISBC,Investors Bancorp Inc.,11.31,$3.71B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/isbc,https://logo.clearbit.com/myinvestorsbank.com,http://www.myinvestorsbank.com
ITIC,Investors Title Company,87.2197,$168.91M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic,https://logo.clearbit.com/invtitle.com,http://www.invtitle.com
NVIV,InVivo Therapeutics Holdings Corp.,6.94,$191.53M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv,https://logo.clearbit.com/invivotherapeutics.com,http://www.invivotherapeutics.com
IVTY,Invuity Inc.,6.55,$87.16M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty,https://logo.clearbit.com/invuity.com,http://www.invuity.com
IONS,Ionis Pharmaceuticals Inc.,38.31,$4.62B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions,https://logo.clearbit.com/ionispharma.com,http://www.ionispharma.com
IPAS,iPass Inc.,1.06,$68.47M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas,https://logo.clearbit.com/ipass.com,http://www.ipass.com
IPGP,IPG Photonics Corporation,95.42,$5.05B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp,https://logo.clearbit.com/ipgphotonics.com,http://www.ipgphotonics.com
IRMD,iRadimed Corporation,18.91,$208.67M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd,https://logo.clearbit.com/iradimed.com,http://www.iradimed.com
IRIX,IRIDEX Corporation,10.24,$101.85M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix,https://logo.clearbit.com/iridex.com,http://www.iridex.com
IRDM,Iridium Communications Inc,7.21,$685.89M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm,https://logo.clearbit.com/iridium.com,http://www.iridium.com
IRDMB,Iridium Communications Inc,288,$144M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb,https://logo.clearbit.com/iridium.com,http://www.iridium.com
IRBT,iRobot Corporation,33.77,$979.08M,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt,https://logo.clearbit.com/irobot.com,http://www.irobot.com
IRWD,Ironwood Pharmaceuticals Inc.,10.11,$1.45B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd,https://logo.clearbit.com/ironwoodpharma.com,http://www.ironwoodpharma.com
IRCP,IRSA Propiedades Comerciales S.A.,36.15,$1.14B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp,https://logo.clearbit.com/apsacc.com.ar,http://www.apsacc.com.ar
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.33,$72.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd,https://logo.clearbit.com/,
TLT,iShares 20+ Year Treasury Bond ETF,129.71,$5.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt,https://logo.clearbit.com/,
AIA,iShares Asia 50 ETF,42.47,$356.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia,https://logo.clearbit.com/,
COMT,iShares Commodities Select Strategy ETF,28.994,$231.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt,https://logo.clearbit.com/,
IXUS,iShares Core MSCI Total International Stock ETF,48.81,$1.61B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus,https://logo.clearbit.com/,
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,36.48,$58.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu,https://logo.clearbit.com/,
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,28.67,$908.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl,https://logo.clearbit.com/,
IGF,iShares Global Infrastructure ETF,38.19,$1.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf,https://logo.clearbit.com/,
GNMA,iShares GNMA Bond ETF,50.49,$60.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma,https://logo.clearbit.com/,
JKI,iShares Morningstar Mid-Cap ETF,122.1512,$207.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki,https://logo.clearbit.com/,
ACWX,iShares MSCI ACWI ex US Index Fund,39,$1.74B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx,https://logo.clearbit.com/,
ACWI,iShares MSCI ACWI Index Fund,55.4,$6.02B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi,https://logo.clearbit.com/,
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,53.45,$3.02B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj,https://logo.clearbit.com/,
EWZS,iShares MSCI Brazil Small-Cap ETF,8.35,$26.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs,https://logo.clearbit.com/,
MCHI,iShares MSCI China ETF,41.55,$1.63B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi,https://logo.clearbit.com/,
SCZ,iShares MSCI EAFE Small-Cap ETF,49.09,$4.95B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz,https://logo.clearbit.com/,
EEMA,iShares MSCI Emerging Markets Asia Index Fund,50.745,$139.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema,https://logo.clearbit.com/,
EEML,iShares MSCI Emerging Markets Latin America Index Fund,28.6256,$8.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml,https://logo.clearbit.com/,
EUFN,iShares MSCI Europe Financials Sector Index Fund,17.79,$344.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn,https://logo.clearbit.com/,
IEUS,iShares MSCI Europe Small-Cap ETF,44.206,$50.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus,https://logo.clearbit.com/,
ENZL,iShares MSCI New Zealand Capped ETF,39.59,$132.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl,https://logo.clearbit.com/,
QAT,iShares MSCI Qatar Capped ETF,19.56,$43.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat,https://logo.clearbit.com/,
UAE,iShares MSCI UAE Capped ETF,16.4,$27.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae,https://logo.clearbit.com/,
IBB,iShares Nasdaq Biotechnology Index Fund,252.08,$6.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb,https://logo.clearbit.com/,
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,90.09,$409.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx,https://logo.clearbit.com/,
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,28.73,$56.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif,https://logo.clearbit.com/,
ICLN,iShares S&P Global Clean Energy Index Fund,9.09,$69.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln,https://logo.clearbit.com/,
WOOD,iShares S&P Global Timber & Forestry Index Fund,46.38,$250.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood,https://logo.clearbit.com/,
INDY,iShares S&P India Nifty 50 Index Fund,26.28,$833.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy,https://logo.clearbit.com/,
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,80.75,$149.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg,https://logo.clearbit.com/,
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,95.9,$445.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov,https://logo.clearbit.com/,
ISLE,Isle of Capri Casinos Inc.,13.72,$559M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle,https://logo.clearbit.com/theislecorp.com,http://www.theislecorp.com
ISRL,Isramco Inc.,77.05,$209.4M,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl,https://logo.clearbit.com/isramcousa.com,http://www.isramcousa.com
ITI,Iteris Inc.,2.41,$77.21M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti,https://logo.clearbit.com/iteris.com,http://www.iteris.com
ITRI,Itron Inc.,40.7,$1.54B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri,https://logo.clearbit.com/itron.com,http://www.itron.com
ITRN,Ituran Location and Control Ltd.,18.42,$432.42M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn,https://logo.clearbit.com/ituran.com,http://www.ituran.com
ITUS,ITUS Corporation,3,$26.19M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus,https://logo.clearbit.com/ITUScorp.com,http://www.ITUScorp.com
XXIA,Ixia,11.68,$947.18M,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia,https://logo.clearbit.com/ixiacom.com,http://www.ixiacom.com
IXYS,IXYS Corporation,11.51,$363.05M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys,https://logo.clearbit.com/ixys.com,http://www.ixys.com
IZEA,IZEA Inc.,6.9,$35.88M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea,https://logo.clearbit.com/izea.com,http://www.izea.com
JJSF,J & J Snack Foods Corp.,106.11,$1.98B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf,https://logo.clearbit.com/jjsnack.com,http://www.jjsnack.com
MAYS,J. W. Mays Inc.,53.59,$108.03M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays,https://logo.clearbit.com/jwmays.com,http://www.jwmays.com
JBHT,J.B. Hunt Transport Services Inc.,84.15,$9.49B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht,https://logo.clearbit.com/jbhunt.com,http://www.jbhunt.com
JCOM,j2 Global Inc.,60,$2.92B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom,https://logo.clearbit.com/j2global.com,http://www.j2global.com
JASO,JA Solar Holdings Co. Ltd.,8.47,$427.4M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso,https://logo.clearbit.com/jasolar.com,http://www.jasolar.com
JKHY,Jack Henry & Associates Inc.,83.02,$6.55B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy,https://logo.clearbit.com/jackhenry.com,http://www.jackhenry.com
JACK,Jack In The Box Inc.,62.4,$2.16B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack,https://logo.clearbit.com/jackinthebox.com,http://www.jackinthebox.com
JXSB,Jacksonville Bancorp Inc.,26,$46.59M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb,https://logo.clearbit.com/jacksonvillesavings.com,http://www.jacksonvillesavings.com
JAGX,Jaguar Animal Health Inc.,1.6,$13M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx,https://logo.clearbit.com/jaguaranimalhealth.com,http://jaguaranimalhealth.com
JAKK,JAKKS Pacific Inc.,6.89,$140.15M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk,https://logo.clearbit.com/jakks.com,http://www.jakks.com
JMBA,Jamba Inc.,12.04,$181.66M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba,https://logo.clearbit.com/jambajuice.com,http://www.jambajuice.com
JRVR,James River Group Holdings Ltd.,32.1,$929.02M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr,https://logo.clearbit.com/jrgh.net,http://www.jrgh.net
JSML,Janus Small Cap Growth Alpha ETF,25.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml,https://logo.clearbit.com/,
JSMD,Janus Small/Mid Cap Growth Alpha ETF,26.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd,https://logo.clearbit.com/,
JASN,Jason Industries Inc.,3.58,$79.87M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn,https://logo.clearbit.com/jasoninc.com,http://www.jasoninc.com
JASNW,Jason Industries Inc.,0.126,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw,https://logo.clearbit.com/,
JAZZ,Jazz Pharmaceuticals plc,118.13,$7.23B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz,https://logo.clearbit.com/jazzpharma.com,http://www.jazzpharma.com
JD,JD.com Inc.,25.82,$35.32B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd,https://logo.clearbit.com/jd.com,http://www.jd.com
JSYNU,Jensyn Acquistion Corp.,10,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu,https://logo.clearbit.com/,
JBLU,JetBlue Airways Corporation,20.79,$6.68B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu,https://logo.clearbit.com/jetblue.com,http://www.jetblue.com
JTPY,JetPay Corporation,2.6,$37.47M,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy,https://logo.clearbit.com/jetpaycorp.com,http://www.jetpaycorp.com
JCTCF,Jewett-Cameron Trading Company,10.93,$27.07M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf,https://logo.clearbit.com/jewettcameron.com,http://www.jewettcameron.com
DATE,Jiayuan.com International Ltd.,7.44,$247.66M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/date,https://logo.clearbit.com/jiayuan.com,http://www.jiayuan.com
JST,Jinpan International Limited,5.85,$96.05M,1998,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/jst,https://logo.clearbit.com/jinpaninternational.com,http://www.jinpaninternational.com
JIVE,Jive Software Inc.,3.55,$271.68M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive,https://logo.clearbit.com/jivesoftware.com,http://www.jivesoftware.com
WYIG,JM Global Holding Company,9.58,$62.87M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig,https://logo.clearbit.com/,
WYIGU,JM Global Holding Company,9.79,$64.25M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu,https://logo.clearbit.com/,
WYIGW,JM Global Holding Company,0.17,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw,https://logo.clearbit.com/,
JBSS,John B. Sanfilippo & Son Inc.,70.88,$793.28M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss,https://logo.clearbit.com/jbssinc.com,http://www.jbssinc.com
JOUT,Johnson Outdoors Inc.,21.91,$219.49M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout,https://logo.clearbit.com/johnsonoutdoors.com,http://www.johnsonoutdoors.com
JNP,Juniper Pharmaceuticals Inc.,6.55,$70.75M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp,https://logo.clearbit.com/juniperpharma.com,http://www.juniperpharma.com
JUNO,Juno Therapeutics Inc.,36.01,$3.75B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno,https://logo.clearbit.com/junotherapeutics.com,http://www.junotherapeutics.com
KTWO,K2M Group Holdings Inc.,12.79,$528.71M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo,https://logo.clearbit.com/k2m.com,http://www.k2m.com
KALU,Kaiser Aluminum Corporation,83.45,$1.5B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu,https://logo.clearbit.com/kaiseraluminum.com,http://www.kaiseraluminum.com
KMDA,Kamada Ltd.,3.9099,$142.39M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda,https://logo.clearbit.com/kamada.com,http://www.kamada.com
KNDI,Kandi Technologies Group Inc.,6.97,$327.73M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi,https://logo.clearbit.com/kandivehicle.com,http://www.kandivehicle.com
KPTI,Karyopharm Therapeutics Inc.,8.24,$295.66M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti,https://logo.clearbit.com/karyopharm.com,http://www.karyopharm.com
KBSF,KBS Fashion Group Limited,0.4199,$10.67M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf,https://logo.clearbit.com/kbsfashion.com,http://www.kbsfashion.com
KCAP,KCAP Financial Inc.,3.48,$129.21M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap,https://logo.clearbit.com/kohlbergcapital.com,http://www.kohlbergcapital.com
KRNY,Kearny Financial,12.2,$1.14B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny,https://logo.clearbit.com/kearnyfederalsavings.com,http://www.kearnyfederalsavings.com
KELYA,Kelly Services Inc.,17.63,$669.78M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya,https://logo.clearbit.com/kellyservices.com,http://www.kellyservices.com
KELYB,Kelly Services Inc.,17,$645.85M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb,https://logo.clearbit.com/kellyservices.com,http://www.kellyservices.com
KMPH,KemPharm Inc.,14.67,$212.69M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph,https://logo.clearbit.com/kempharm.com,http://www.kempharm.com
KFFB,Kentucky First Federal Bancorp,8.97,$75.7M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb,https://logo.clearbit.com/ffsbfrankfort.com/kffb.html,http://www.ffsbfrankfort.com/kffb.html
KERX,Keryx Biopharmaceuticals Inc.,4.55,$481.74M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx,https://logo.clearbit.com/keryx.com,http://www.keryx.com
KEQU,Kewaunee Scientific Corporation,16.6,$44.56M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ,https://logo.clearbit.com/kewaunee.com,http://www.kewaunee.com
KTEC,Key Technology Inc.,7.01,$43.81M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec,https://logo.clearbit.com/key.net,http://www.key.net
KTCC,Key Tronic Corporation,6.91,$74.01M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc,https://logo.clearbit.com/keytronicems.com,http://www.keytronicems.com
KFRC,Kforce Inc.,18.49,$524.31M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc,https://logo.clearbit.com/kforce.com,http://www.kforce.com
KE,Kimball Electronics Inc.,11.66,$337.45M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke,https://logo.clearbit.com/kegroup.com,http://www.kegroup.com
KBAL,Kimball International Inc.,11.42,$427.56M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal,https://logo.clearbit.com/kimball.com,http://www.kimball.com
KIN,Kindred Biosciences Inc.,3.66,$72.6M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin,https://logo.clearbit.com/kindredbio.com,http://www.kindredbio.com
KGJI,Kingold Jewelry Inc.,1.16,$76.52M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji,https://logo.clearbit.com/kingoldjewelry.com,http://www.kingoldjewelry.com
KINS,Kingstone Companies Inc,8.36,$61.32M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins,https://logo.clearbit.com/kingstonecompanies.com,http://www.kingstonecompanies.com
KONE,Kingtone Wirelessinfo Solution Holding Ltd,2.32,$3.26M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone,https://logo.clearbit.com/kingtoneinfo.com,http://www.kingtoneinfo.com
KIRK,Kirkland&#39;s Inc.,16.81,$286.18M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk,https://logo.clearbit.com/kirklands.com,http://www.kirklands.com
KITE,Kite Pharma Inc.,43.49,$2.12B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite,https://logo.clearbit.com/kitepharma.com,http://www.kitepharma.com
KTOV,Kitov Pharamceuticals Holdings Ltd.,4.59,$17.92M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov,https://logo.clearbit.com/kitovpharma.com,http://www.kitovpharma.com
KTOVW,Kitov Pharamceuticals Holdings Ltd.,0.95,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw,https://logo.clearbit.com/,
KLAC,KLA-Tencor Corporation,70.86,$11.03B,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac,https://logo.clearbit.com/kla-tencor.com,http://www.kla-tencor.com
KLREU,KLR Energy Acquisition Corp.,10.04,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/klreu,https://logo.clearbit.com/,
KLXI,KLX Inc.,31.78,$1.68B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi,https://logo.clearbit.com/klx.com,http://www.klx.com
KONA,Kona Grill Inc.,12.17,$137.12M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona,https://logo.clearbit.com/konagrill.com,http://www.konagrill.com
KZ,KongZhong Corporation,7.18,$337.83M,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz,https://logo.clearbit.com/kongzhong.com,http://www.kongzhong.com
KOPN,Kopin Corporation,1.58,$105.34M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn,https://logo.clearbit.com/kopin.com,http://www.kopin.com
KRNT,Kornit Digital Ltd.,10.1,$305.99M,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt,https://logo.clearbit.com/kornit-digital.com,http://www.kornit-digital.com
KOSS,Koss Corporation,2.1011,$15.51M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss,https://logo.clearbit.com/koss.com,http://www.koss.com
KWEB,KraneShares CSI China Internet ETF,35.19,$119.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb,https://logo.clearbit.com/,
KTOS,Kratos Defense & Security Solutions Inc.,4.67,$278.25M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos,https://logo.clearbit.com/kratosdefense.com,http://www.kratosdefense.com
KUTV,Ku6 Media Co. Ltd.,0.85,$40.56M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/kutv,https://logo.clearbit.com/ku6.com,http://www.ku6.com
KLIC,Kulicke and Soffa Industries Inc.,10.74,$755.71M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic,https://logo.clearbit.com/kns.com,http://www.kns.com
KURA,Kura Oncology Inc.,4,$85.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura,https://logo.clearbit.com/kuraoncology.com,http://www.kuraoncology.com
KVHI,KVH Industries Inc.,9.41,$152.14M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi,https://logo.clearbit.com/kvh.com,http://www.kvh.com
FSTR,L.B. Foster Company,16.2,$165.77M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr,https://logo.clearbit.com/lbfoster.com,http://www.lbfoster.com
LJPC,La Jolla Pharmaceutical Company,18.79,$342.99M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc,https://logo.clearbit.com/lajollapharmaceutical.com,http://www.lajollapharmaceutical.com
DRIO,LabStyle Innovations Corp.,4.1299,$12.27M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio,https://logo.clearbit.com/mydario.com,http://www.mydario.com
DRIOW,LabStyle Innovations Corp.,0.84,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow,https://logo.clearbit.com/,
LSBK,Lake Shore Bancorp Inc.,13.55,$81.01M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk,https://logo.clearbit.com/lakeshoresavings.com,http://www.lakeshoresavings.com
LSBG,Lake Sunapee Bank Group,14.195,$118.97M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbg,https://logo.clearbit.com/snl.com/irweblinkx/corporateprofile.aspx?IID=101917,http://www.snl.com/irweblinkx/corporateprofile.aspx?IID=101917
LBAI,Lakeland Bancorp Inc.,10.23,$421.83M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai,https://logo.clearbit.com/lakelandbank.com,http://www.lakelandbank.com
LKFN,Lakeland Financial Corporation,45.48,$759.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn,https://logo.clearbit.com/lakecitybank.com,http://www.lakecitybank.com
LAKE,Lakeland Industries Inc.,12.38,$89.64M,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake,https://logo.clearbit.com/lakeland.com,http://www.lakeland.com
LRCX,Lam Research Corporation,79.13,$12.57B,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx,https://logo.clearbit.com/lamresearch.com,http://www.lamresearch.com
LAMR,Lamar Advertising Company,59.91,$6.67B,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr,https://logo.clearbit.com/lamar.com,http://www.lamar.com
LANC,Lancaster Colony Corporation,110.53,$3.03B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc,https://logo.clearbit.com/lancastercolony.com,http://www.lancastercolony.com
LNDC,Landec Corporation,10.62,$287.09M,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc,https://logo.clearbit.com/landec.com,http://www.landec.com
LARK,Landmark Bancorp Inc.,25.324,$90.53M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark,https://logo.clearbit.com/landmarkbancorpinc.com,http://www.landmarkbancorpinc.com
