Symbol,CompanyName,LastSale,MarketCap,IPOyear,Sector,Industry,SummaryQuoteURL,CompanyLogoURL,CompanyURL
TFSC,1347 Capital Corp.,9.89,$58.83M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/tfsc,https://logo.clearbit.com/1347capital.com,http://www.1347capital.com
TFSCR,1347 Capital Corp.,0.34,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/tfscr,https://logo.clearbit.com/1347capital.com,http://www.1347capital.com
TFSCU,1347 Capital Corp.,10.25,$42.85M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/tfscu,https://logo.clearbit.com/1347capital.com,http://www.1347capital.com
TFSCW,1347 Capital Corp.,0.2,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/tfscw,https://logo.clearbit.com/1347capital.com,http://www.1347capital.com
PIH,1347 Property Insurance Holdings Inc.,6.04,$36.96M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pih,https://logo.clearbit.com/1347pih.com,http://www.1347pih.com
FLWS,1-800 FLOWERS.COM Inc.,7.45,$482.05M,1999,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/flws,https://logo.clearbit.com/1800flowers.com,http://www.1800flowers.com
FCTY,1st Century Bancshares Inc,10.97,$113.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcty,https://logo.clearbit.com/1stcenturybank.com,http://www.1stcenturybank.com
FCCY,1st Constitution Bancorp (NJ),12.85,$102.21M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fccy,https://logo.clearbit.com/1stconstitution.com,http://www.1stconstitution.com
SRCE,1st Source Corporation,31.71,$820.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/srce,https://logo.clearbit.com/1stsource.com,http://www.1stsource.com
VNET,21Vianet Group Inc.,19.28,$1.68B,2011,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/vnet,https://logo.clearbit.com/21vianet.com,http://www.21vianet.com
TWOU,2U Inc.,21.43,$984.99M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twou,https://logo.clearbit.com/2u.com,http://2u.com
JOBS,51job Inc.,30.32,$1.78B,2004,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/jobs,https://logo.clearbit.com/51job.com,http://www.51job.com
CAFD,8point3 Energy Partners LP,14.44,$1.03B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cafd,https://logo.clearbit.com/8point3energypartners.com,http://www.8point3energypartners.com
EGHT,8x8 Inc,9.35,$827.07M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eght,https://logo.clearbit.com/8x8.com,http://www.8x8.com
AVHI,A V Homes Inc.,10.73,$243.02M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi,https://logo.clearbit.com/avhomesinc.com,http://www.avhomesinc.com
SHLM,A. Schulman Inc.,25.58,$749.44M,1972,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shlm,https://logo.clearbit.com/aschulman.com,http://www.aschulman.com
AAON,AAON Inc.,26.77,$1.42B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aaon,https://logo.clearbit.com/aaon.com,http://www.aaon.com
ABAX,ABAXIS Inc.,42.23,$956.17M,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/abax,https://logo.clearbit.com/abaxis.com,http://www.abaxis.com
ABY,Abengoa Yield plc,17.74,$1.78B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby,https://logo.clearbit.com/atlanticayield.com,http://www.atlanticayield.com
ABGB,Abengoa S.A.,1.5,$276.25M,2013,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/abgb,https://logo.clearbit.com/abengoa.es,http://www.abengoa.es
ABEO,Abeona Therapeutics Inc.,2.6,$85.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeo,https://logo.clearbit.com/abeonatherapeutics.com,http://www.abeonatherapeutics.com
ABEOW,Abeona Therapeutics Inc.,0.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeow,https://logo.clearbit.com/abeonatherapeutics.com,http://abeonatherapeutics.com/
ABIL,Ability Inc.,6.07,$63.95M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/abil,https://logo.clearbit.com/interceptors.com,http://www.interceptors.com
ABILW,Ability Inc.,0.61,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/abilw,https://logo.clearbit.com/abilitynetwork.com,http://abilitynetwork.com
ABMD,ABIOMED Inc.,90.48,$3.84B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/abmd,https://logo.clearbit.com/abiomed.com,http://www.abiomed.com
AXAS,Abraxas Petroleum Corporation,0.9752,$103.71M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/axas,https://logo.clearbit.com/abraxaspetroleum.com,http://www.abraxaspetroleum.com
ACTG,Acacia Research Corporation,3.8,$191.74M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/actg,https://logo.clearbit.com/acaciaresearch.com,http://www.acaciaresearch.com
ACHC,Acadia Healthcare Company Inc.,53.45,$4.66B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/achc,https://logo.clearbit.com/acadiahealthcare.com,http://www.acadiahealthcare.com
ACAD,ACADIA Pharmaceuticals Inc.,23.81,$2.68B,1985,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acad,https://logo.clearbit.com/acadia-pharm.com,http://www.acadia-pharm.com
ACST,Acasti Pharma Inc.,1.5199,$16.28M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst,https://logo.clearbit.com/acastipharma.com,http://www.acastipharma.com
AXDX,Accelerate Diagnostics Inc.,13.51,$691.7M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/axdx,https://logo.clearbit.com/acceleratediagnostics.com,http://www.acceleratediagnostics.com
XLRN,Acceleron Pharma Inc.,23.92,$887.35M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xlrn,https://logo.clearbit.com/acceleronpharma.com,http://www.acceleronpharma.com
ANCX,Access National Corporation,18.23,$192.49M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx,https://logo.clearbit.com/accessnationalbank.com,http://www.accessnationalbank.com
ARAY,Accuray Incorporated,5.4,$436.55M,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray,https://logo.clearbit.com/accuray.com,http://www.accuray.com
VXDN,AccuShares Spot CBOE VIX Down Shares,7.7007,$3.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxdn,https://logo.clearbit.com/,
VXUP,AccuShares Spot CBOE VIX Up Shares,7.6417,"324,772.25000",n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxup,https://logo.clearbit.com/,
ACRX,AcelRx Pharmaceuticals Inc.,3.1,$140.35M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx,https://logo.clearbit.com/acelrx.com,http://www.acelrx.com
ACET,Aceto Corporation,21.85,$645.71M,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/acet,https://logo.clearbit.com/aceto.com,http://www.aceto.com
AKAO,Achaogen Inc.,3.06,$56.29M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akao,https://logo.clearbit.com/achaogen.com,http://www.achaogen.com
ACHN,Achillion Pharmaceuticals Inc.,7.29,$996.11M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/achn,https://logo.clearbit.com/achillion.com,http://www.achillion.com
ACIW,ACI Worldwide Inc.,19.09,$2.27B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw,https://logo.clearbit.com/aciworldwide.com,http://www.aciworldwide.com
ACRS,Aclaris Therapeutics Inc.,14.91,$300.55M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrs,https://logo.clearbit.com/aclaristx.com,http://www.aclaristx.com
ACNB,ACNB Corporation,22.27,$134.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb,https://logo.clearbit.com/acnb.com,http://www.acnb.com
ACOR,Acorda Therapeutics Inc.,25.38,$1.16B,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor,https://logo.clearbit.com/acorda.com,http://www.acorda.com
ACTS,Actions Semiconductor Co. Ltd.,1.45,$64.26M,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/acts,https://logo.clearbit.com/actions-semi.com,http://www.actions-semi.com
ACPW,Active Power Inc.,0.9603,$22.19M,2000,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/acpw,https://logo.clearbit.com/activepower.com,http://www.activepower.com
ATVI,Activision Blizzard Inc,32.14,$23.62B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi,https://logo.clearbit.com/activisionblizzard.com,http://www.activisionblizzard.com
ACTA,Actua Corporation,8.9,$358.27M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acta,https://logo.clearbit.com/actua.com,http://www.actua.com
ACUR,Acura Pharmaceuticals Inc.,2.53,$29.94M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acur,https://logo.clearbit.com/acurapharm.com,http://www.acurapharm.com
ACXM,Acxiom Corporation,20.92,$1.63B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm,https://logo.clearbit.com/acxiom.com,http://www.acxiom.com
ADMS,Adamas Pharmaceuticals Inc.,14.16,$303.27M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms,https://logo.clearbit.com/adamaspharma.com,http://www.adamaspharma.com
ADMP,Adamis Pharmaceuticals Corporation,5.59,$75.24M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp,https://logo.clearbit.com/adamispharmaceuticals.com,http://www.adamispharmaceuticals.com
ADAP,Adaptimmune Therapeutics plc,7.8,$552.13M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adap,https://logo.clearbit.com/adaptimmune.com,http://www.adaptimmune.com
ADUS,Addus HomeCare Corporation,17.21,$191.34M,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus,https://logo.clearbit.com/addus.com,http://www.addus.com
AEY,ADDvantage Technologies Group Inc.,1.8701,$18.83M,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/aey,https://logo.clearbit.com/addvantagetechnologies.com,http://www.addvantagetechnologies.com
IOTS,Adesto Technologies Corporation,5.79,$86.7M,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/iots,https://logo.clearbit.com/adestotech.com,http://www.adestotech.com
ADMA,ADMA Biologics Inc,7.73,$82.81M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adma,https://logo.clearbit.com/admabiologics.com,http://www.admabiologics.com
ADBE,Adobe Systems Incorporated,92.4,$46.05B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe,https://logo.clearbit.com/adobe.com,http://www.adobe.com
ADTN,ADTRAN Inc.,19.46,$958.13M,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn,https://logo.clearbit.com/adtran.com,http://www.adtran.com
ADRO,Aduro Biotech Inc.,11.91,$768.41M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adro,https://logo.clearbit.com/aduro.com,http://www.aduro.com
AAAP,Advanced Accelerator Applications S.A.,32.99,$1.3B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aaap,https://logo.clearbit.com/adacap.com,http://www.adacap.com
AEIS,Advanced Energy Industries Inc.,33.31,$1.33B,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeis,https://logo.clearbit.com/advanced-energy.com,http://www.advanced-energy.com
AMD,Advanced Micro Devices Inc.,2.78,$2.21B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amd,https://logo.clearbit.com/amd.com,http://www.amd.com
ADXS,Advaxis Inc.,8.35,$284.75M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxs,https://logo.clearbit.com/advaxis.com,http://www.advaxis.com
ADXSW,Advaxis Inc.,6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw,https://logo.clearbit.com/,
MAUI,AdvisorShares Market Adaptive Unconstrained Income ETF,23.53,$2.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/maui,https://logo.clearbit.com/,
YPRO,AdvisorShares YieldPro ETF,23.175,$33.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ypro,https://logo.clearbit.com/,
AEGR,Aegerion Pharmaceuticals Inc.,3.48,$102.56M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aegr,https://logo.clearbit.com/aegerion.com,http://www.aegerion.com
AEGN,Aegion Corp,20.91,$739.39M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn,https://logo.clearbit.com/aegion.com,http://www.aegion.com
AEHR,Aehr Test Systems,1.2,$15.8M,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aehr,https://logo.clearbit.com/aehr.com,http://www.aehr.com
AMTX,Aemetis Inc,2.03,$39.75M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amtx,https://logo.clearbit.com/aemetis.com,http://www.aemetis.com
AEPI,AEP Industries Inc.,63.94,$326.57M,1986,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/aepi,https://logo.clearbit.com/aepinc.com,http://www.aepinc.com
AERI,Aerie Pharmaceuticals Inc.,11.65,$308.86M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aeri,https://logo.clearbit.com/aeriepharma.com,http://www.aeriepharma.com
AVAV,AeroVironment Inc.,27.54,$643.25M,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav,https://logo.clearbit.com/avinc.com,http://www.avinc.com
AEZS,AEterna Zentaris Inc.,3.28,$32.57M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs,https://logo.clearbit.com/aezsinc.com,http://www.aezsinc.com
AEMD,Aethlon Medical Inc.,5.24,$39.94M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/aemd,https://logo.clearbit.com/aethlonmedical.com,http://www.aethlonmedical.com
AFMD,Affimed N.V.,3.59,$106.75M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd,https://logo.clearbit.com/affimed.com,http://www.affimed.com
AFFX,Affymetrix Inc.,14.1,$1.14B,1996,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/affx,https://logo.clearbit.com/affymetrix.com,http://www.affymetrix.com
AGEN,Agenus Inc.,3.85,$333.09M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen,https://logo.clearbit.com/agenusbio.com,http://www.agenusbio.com
AGRX,Agile Therapeutics Inc.,5.77,$165.82M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx,https://logo.clearbit.com/agiletherapeutics.com,http://www.agiletherapeutics.com
AGYS,Agilysys Inc.,10.15,$233.19M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys,https://logo.clearbit.com/agilysys.com,http://www.agilysys.com
AGIO,Agios Pharmaceuticals Inc.,36.17,$1.37B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio,https://logo.clearbit.com/agios.com,http://www.agios.com
AGFS,AgroFresh Solutions Inc.,6.56,$327.35M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs,https://logo.clearbit.com/agrofresh.com,http://www.agrofresh.com
AGFSW,AgroFresh Solutions Inc.,0.95,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw,https://logo.clearbit.com/,
AIMT,Aimmune Therapeutics Inc.,13.17,$556.29M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt,https://logo.clearbit.com/aimmune.com,http://www.aimmune.com
AIRM,Air Methods Corporation,34.86,$1.35B,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/airm,https://logo.clearbit.com/airmethods.com,http://www.airmethods.com
AIRT,Air T Inc.,25,$59.31M,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt,https://logo.clearbit.com/airt.net,http://www.airt.net
ATSG,Air Transport Services Group Inc,15.2,$971.11M,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg,https://logo.clearbit.com/atsginc.com,http://www.atsginc.com
AMCN,AirMedia Group Inc,5.65,$360.65M,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn,https://logo.clearbit.com/airmedia.net.cn,http://www.airmedia.net.cn
AIXG,Aixtron SE,4.26,$480.19M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aixg,https://logo.clearbit.com/aixtron.com,http://www.aixtron.com
AKAM,Akamai Technologies Inc.,54.93,$9.71B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam,https://logo.clearbit.com/akamai.com,http://www.akamai.com
AKTX,Akari Therapeutics Plc,14,$164.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx,https://logo.clearbit.com/akaritx.com,http://www.akaritx.com
AKBA,Akebia Therapeutics Inc.,8.68,$329.34M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba,https://logo.clearbit.com/akebia.com,http://www.akebia.com
AKER,Akers Biosciences Inc,1.88,$9.67M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker,https://logo.clearbit.com/akerslaboratories.com,http://www.akerslaboratories.com
AKRX,Akorn Inc.,23.26,$2.66B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx,https://logo.clearbit.com/akorn.com,http://www.akorn.com
ALRM,Alarm.com Holdings Inc.,22.07,$1.01B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm,https://logo.clearbit.com/alarm.com,http://www.alarm.com
ALSK,Alaska Communications Systems Group Inc.,1.68,$84.7M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk,https://logo.clearbit.com/alaskacommunications.com,http://www.alaskacommunications.com
AMRI,Albany Molecular Research Inc.,13.94,$494.89M,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/amri,https://logo.clearbit.com/amriglobal.com,http://www.amriglobal.com
ABDC,Alcentra Capital Corp.,11.6,$156.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abdc,https://logo.clearbit.com/,
ADHD,Alcobra Ltd.,3.63,$100.05M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd,https://logo.clearbit.com/alcobra-pharma.com,http://www.alcobra-pharma.com
ALDR,Alder BioPharmaceuticals Inc.,25.7,$1.12B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr,https://logo.clearbit.com/alderbio.com,http://www.alderbio.com
ALDX,Aldeyra Therapeutics Inc.,4.1,$39.82M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx,https://logo.clearbit.com/aldeyra.com,http://www.aldeyra.com
ALXN,Alexion Pharmaceuticals Inc.,132.5,$29.85B,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn,https://logo.clearbit.com/alexion.com,http://www.alexion.com
ALXA,Alexza Pharmaceuticals Inc.,0.7,$13.7M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxa,https://logo.clearbit.com/alexza.com,http://www.alexza.com
ALCO,Alico Inc.,27.71,$229.7M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco,https://logo.clearbit.com/alicoinc.com,http://www.alicoinc.com
ALGN,Align Technology Inc.,70.35,$5.6B,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn,https://logo.clearbit.com/aligntech.com,http://www.aligntech.com
ALIM,Alimera Sciences Inc.,1.65,$74.26M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim,https://logo.clearbit.com/alimerasciences.com,http://www.alimerasciences.com
ALKS,Alkermes plc,30.21,$4.55B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks,https://logo.clearbit.com/alkermes.com,http://www.alkermes.com
ABTX,Allegiance Bancshares Inc.,17.82,$228.89M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx,https://logo.clearbit.com/allegiancebank.com,http://www.allegiancebank.com
ALGT,Allegiant Travel Company,176.22,$2.96B,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt,https://logo.clearbit.com/allegiantair.com,http://www.allegiantair.com
AFOP,Alliance Fiber Optic Products Inc.,14.28,$225.46M,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/afop,https://logo.clearbit.com/afop.com,http://www.afop.com
AIQ,Alliance HealthCare Services Inc.,6.95,$73.79M,2001,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aiq,https://logo.clearbit.com/alliancehealthcareservices-us.com,http://www.alliancehealthcareservices-us.com
AHGP,Alliance Holdings GP L.P.,14,$838.08M,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp,https://logo.clearbit.com/ahgp.com,http://www.ahgp.com
ARLP,Alliance Resource Partners L.P.,11.46,$852.34M,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp,https://logo.clearbit.com/arlp.com,http://www.arlp.com
AHPI,Allied Healthcare Products Inc.,0.67,$5.38M,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi,https://logo.clearbit.com/alliedhpi.com,http://www.alliedhpi.com
AMOT,Allied Motion Technologies Inc.,17.07,$158.35M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot,https://logo.clearbit.com/alliedmotion.com,http://www.alliedmotion.com
ALQA,Alliqua BioMedical Inc.,0.88,$24.35M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa,https://logo.clearbit.com/alliqua.com,http://www.alliqua.com
ALLT,Allot Communications Ltd.,5.17,$172.48M,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt,https://logo.clearbit.com/allot.com,http://www.allot.com
MDRX,Allscripts Healthcare Solutions Inc.,12.15,$2.3B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx,https://logo.clearbit.com/allscripts.com,http://www.allscripts.com
AFAM,Almost Family Inc,35.27,$363.27M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam,https://logo.clearbit.com/almostfamily.com,http://www.almostfamily.com
ALNY,Alnylam Pharmaceuticals Inc.,58.78,$5B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny,https://logo.clearbit.com/alnylam.com,http://www.alnylam.com
AOSL,Alpha and Omega Semiconductor Limited,10.8,$239.09M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl,https://logo.clearbit.com/aosmd.com,http://www.aosmd.com
GOOG,Alphabet Inc.,733.53,$504.9B,2004,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/goog,https://logo.clearbit.com/abc.xyz,http://abc.xyz
GOOGL,Alphabet Inc.,753.28,$518.5B,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/googl,https://logo.clearbit.com/abc.xyz,http://abc.xyz
SMCP,AlphaMark Actively Managed Small Cap ETF,21.679,$22.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp,https://logo.clearbit.com/,
ATEC,Alphatec Holdings Inc.,0.255,$26.05M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec,https://logo.clearbit.com/alphatecspine.com,http://www.alphatecspine.com
ASPS,Altisource Portfolio Solutions S.A.,22.37,$421.45M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps,https://logo.clearbit.com/altisource.com,http://www.altisource.com
AIMC,Altra Industrial Motion Corp.,27.16,$702.74M,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc,https://logo.clearbit.com/altramotion.com,http://www.altramotion.com
AMAG,AMAG Pharmaceuticals Inc.,20.92,$726.94M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag,https://logo.clearbit.com/amagpharma.com,http://www.amagpharma.com
AMRN,Amarin Corporation PLC,1.43,$264.57M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn,https://logo.clearbit.com/amarincorp.com,http://www.amarincorp.com
AMRK,A-Mark Precious Metals Inc.,20.37,$142.05M,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk,https://logo.clearbit.com/amark.com,http://www.amark.com
AYA,Amaya Inc.,11.23,$1.5B,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/aya,https://logo.clearbit.com/amaya.com,http://www.amaya.com
AMZN,Amazon.com Inc.,579.87,$273.03B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn,https://logo.clearbit.com/amazon.com,http://www.amazon.com
AMBC,Ambac Financial Group Inc.,15.71,$707.69M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc,https://logo.clearbit.com/ambac.com,http://www.ambac.com
AMBCW,Ambac Financial Group Inc.,7.32,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw,https://logo.clearbit.com/,
AMBA,Ambarella Inc.,40.71,$1.3B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba,https://logo.clearbit.com/ambarella.com,http://www.ambarella.com
AMCX,AMC Networks Inc.,64.4,$4.66B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx,https://logo.clearbit.com/amcnetworks.com,http://www.amcnetworks.com
DOX,Amdocs Limited,59.63,$8.97B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox,https://logo.clearbit.com/amdocs.com,http://www.amdocs.com
AMDA,Amedica Corporation,1.56,$17.82M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda,https://logo.clearbit.com/amedica.com,http://www.amedica.com
AMED,Amedisys Inc,44.15,$1.47B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed,https://logo.clearbit.com/amedisys.com,http://www.amedisys.com
UHAL,Amerco,342.57,$6.72B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal,https://logo.clearbit.com/amerco.com,http://www.amerco.com
ATAX,America First Multifamily Investors L.P.,5.32,$320.55M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax,https://logo.clearbit.com/ataxfund.com,http://www.ataxfund.com
AMOV,America Movil S.A.B. de C.V.,15.71,$52.01B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov,https://logo.clearbit.com/americamovil.com,http://www.americamovil.com
